,area,centroid,mean_intensity,perimeter,row,column,circularity
1,1159,"(62.729939603106125, 1831.4434857635893)",0.4536398856350133,124.8111831820431,1,21,0.9349455083855857
2,1077,"(62.63695450324977, 1306.338904363974)",0.45597247255448137,120.22539674441617,1,15,0.9363390359233621
3,1199,"(63.24020016680567, 2175.631359466222)",0.456916711638784,128.5685424949238,1,25,0.9115061556988769
4,1051,"(63.076117982873456, 346.18078020932444)",0.4333911680752225,120.8111831820431,1,4,0.9048952420655649
5,924,"(62.634199134199136, 866.4805194805194)",0.4485739750445633,111.1543289325507,1,10,0.939786220845155
6,1056,"(63.33143939393939, 1391.626893939394)",0.45381758764111707,119.1543289325507,1,16,0.9346610225920705
7,1190,"(64.56806722689076, 1917.2403361344539)",0.45515900477838195,126.81118318204308,1,22,0.9299117088729449
8,1297,"(64.89282960678489, 2088.6422513492676)",0.46258182532843517,134.46803743153546,1,24,0.901387865649122
9,1137,"(64.84080914687775, 1740.693931398417)",0.4555434838843189,125.1543289325507,1,20,0.9121758643832982
10,782,"(62.60358056265984, 168.9462915601023)",0.4022616719322001,105.25483399593904,1,2,0.8870181692870096
11,982,"(64.5224032586558, 521.3279022403259)",0.4453336528093926,116.81118318204308,1,6,0.9043832411144738
12,907,"(64.24035281146637, 697.0143329658214)",0.44576604622003163,112.08326112068522,1,8,0.9072680853296543
13,1115,"(65.9219730941704, 2353.938116591928)",0.44871186142618485,124.22539674441617,1,27,0.9079542095928493
14,1249,"(66.64931945556445, 2788.980784627702)",0.4627262594389237,129.39696961967,1,32,0.9373981480853987
15,864,"(64.53125, 778.5914351851852)",0.4453930646332607,107.49747468305833,1,9,0.9395655455259567
16,908,"(65.07929515418502, 955.977973568282)",0.45215513518182604,111.7401153701776,1,11,0.9138553984165753
17,866,"(64.49884526558891, 1130.7355658198614)",0.4343476882669927,108.32590180780451,1,13,0.9273915396777911
18,980,"(64.83265306122449, 1565.8816326530612)",0.4573469387755102,115.9827560572969,1,18,0.9154804842620703
19,1041,"(65.80979827089337, 1651.1460134486072)",0.45998756851443745,117.9827560572969,1,19,0.9397742033508024
20,1072,"(65.26865671641791, 2002.1128731343283)",0.45488732806555454,121.15432893255071,1,23,0.9177550365748985
21,895,"(65.4782122905028, 259.07039106145254)",0.41751341877533144,109.74011537017762,1,3,0.9339036536486999
22,1064,"(66.76597744360902, 2265.058270676692)",0.45327657378740965,121.98275605729691,1,26,0.8985755739718646
23,1177,"(69.88615123194562, 4193.363636363636)",0.3732387092475053,155.95331880577405,1,48,0.6081309184125339
24,786,"(66.16666666666667, 429.4770992366412)",0.41751733772389366,104.91168824543142,1,5,0.897397093297615
25,1007,"(67.55213505461768, 1217.0814299900694)",0.4555328387561579,116.32590180780451,1,14,0.9351611976184911
26,973,"(67.04933196300102, 1476.6639260020554)",0.46060899179815806,113.74011537017762,1,17,0.9451383280933662
27,1067,"(67.33739456419869, 2439.9775070290534)",0.45645294668945363,120.5685424949238,1,28,0.9223723202031655
28,1062,"(66.92090395480226, 2526.785310734463)",0.4574904914884974,119.1543289325507,1,29,0.9399715965840708
29,1119,"(67.14477211796246, 2616.1447721179625)",0.45747078098442234,123.7401153701776,1,30,0.9183725988188391
30,1116,"(69.30197132616487, 3313.1594982078855)",0.45404455689085665,122.5685424949238,1,38,0.933503638563676
31,1085,"(69.24976958525346, 3402.7861751152072)",0.4493936929610554,120.5685424949238,1,39,0.9379324905533595
32,870,"(68.1632183908046, 604.5379310344828)",0.44274509803921575,109.74011537017762,1,7,0.9078169594127027
33,923,"(67.62946912242687, 1042.6457204767064)",0.4509039151955474,110.9116882454314,1,12,0.9428811058504211
34,1054,"(68.83017077798861, 2701.719165085389)",0.45682925921791867,118.5685424949238,1,31,0.9421314731929841
35,1056,"(67.8655303030303, 2874.776515151515)",0.4502710932857992,119.7401153701776,1,33,0.9255383907205017
36,1108,"(68.39530685920577, 2965.8853790613716)",0.45794577758901395,122.5685424949238,1,34,0.9268118562083809
37,1079,"(69.0787766450417, 3054.741427247451)",0.4450308019407949,121.39696961966999,1,35,0.9200588712411434
38,1078,"(68.94063079777365, 3139.5667903525045)",0.4470188075230092,121.39696961966999,1,36,0.9192061753456465
39,1019,"(69.41216879293425, 3837.5829244357215)",0.44249456406704,119.39696961966999,1,44,0.8982504419815162
40,1061,"(69.65504241281809, 4013.536286522149)",0.42838979135480776,119.1543289325507,1,46,0.9390865009187375
41,1047,"(68.981852913085, 3229.018147086915)",0.45564732101054367,119.98275605729688,1,37,0.9139425107513497
42,1045,"(69.9090909090909, 3488.157894736842)",0.45418144291209306,119.98275605729688,1,40,0.9121966797852535
43,1171,"(70.53970964987191, 3577.725021349274)",0.45901106813348735,127.98275605729688,1,41,0.898387793559017
44,983,"(69.08952187182095, 3752.498474059003)",0.4474019109169609,117.15432893255071,1,43,0.9000086851624324
45,1002,"(70.05788423153693, 3664.2874251497005)",0.4508003600641854,117.1543289325507,1,42,0.9174045803995498
46,909,"(71.04840484048405, 3927.826182618262)",0.42358118164757663,111.9827560572969,1,45,0.9109015549472516
47,1112,"(71.47751798561151, 4100.698741007194)",0.4177563831287911,123.98275605729688,1,47,0.9090590167619645
48,330,"(68.81212121212121, 83.65151515151516)",0.37420083184789066,66.5269119345812,1,1,0.9369773109032686
49,681,"(146.70631424375918, 1831.732745961821)",0.4431660476231608,96.42640687119285,2,21,0.9203754121485462
50,736,"(149.2038043478261, 1480.9021739130435)",0.4368872549019608,102.32590180780451,2,17,0.8833168534420631
51,735,"(149.38231292517005, 1305.451700680272)",0.4456235827664399,99.49747468305833,2,15,0.9329816170689269
52,984,"(153.760162601626, 82.77540650406505)",0.4084210106806951,115.74011537017762,2,1,0.9230753222739362
53,664,"(151.35692771084337, 1389.1897590361446)",0.42023387668320344,121.1543289325507,2,16,0.5684602092217658
54,755,"(151.49801324503312, 1746.1960264900663)",0.4247292559407869,118.94722215136414,2,20,0.6705763110522094
55,703,"(150.0910384068279, 1913.2702702702702)",0.4445653083423981,99.84062043356596,2,22,0.8862385693586967
56,745,"(152.11543624161075, 348.0791946308725)",0.43267272009474933,101.25483399593904,2,4,0.9131341913730608
57,752,"(152.37898936170214, 959.5970744680851)",0.44763245723821443,101.1543289325507,2,11,0.9235464814322942
58,727,"(153.12792297111417, 1130.4374140302614)",0.44533268603177173,98.91168824543142,2,13,0.9337896280926041
59,720,"(151.68194444444444, 1651.5097222222223)",0.4512472766884531,98.42640687119285,2,19,0.933940261960626
60,818,"(153.64914425427872, 169.24449877750612)",0.41471786758713264,104.66904755831214,2,2,0.9382673914049687
61,797,"(153.8996235884567, 522.030112923463)",0.42749034369080136,103.49747468305833,2,6,0.9349936878666445
62,686,"(152.54956268221574, 2701.810495626822)",0.4572514720173783,98.08326112068522,2,31,0.8960746383260435
