,area,centroid,mean_intensity,perimeter,row,column,circularity
1,4681,"(109.02392651142918, 1696.7656483657338)",0.5346921849278058,254.20815280171308,1,10,0.9102685865230541
2,4612,"(110.24588031222896, 1519.3287077189939)",0.534217641957043,258.45079348883235,1,9,0.867647706077786
3,4535,"(109.87938257993385, 2220.768908489526)",0.5391555872624684,252.5512985522207,1,13,0.8934863943981852
4,4427,"(110.37203523831037, 2566.8113846848883)",0.5391868968052548,249.9655121145938,1,15,0.8903467958385637
5,4551,"(110.165897604922, 2744.7024829707757)",0.540088151278969,255.27922061357856,1,16,0.8775780841499019
6,4317,"(110.80449386147788, 647.3002084781098)",0.5229357714825564,249.27922061357856,1,4,0.8730110814195405
7,4509,"(111.07008205810601, 993.6704369039699)",0.5298961988876278,251.37972567696687,1,6,0.8966637309751285
8,4557,"(110.93833662497256, 1170.4933070002194)",0.5310253133511469,253.37972567696687,1,7,0.8919595697656498
9,4499,"(110.68459657701712, 1343.4134252056012)",0.5330404577923634,251.03657992645927,1,8,0.8971226840733055
10,4543,"(109.62909971384548, 2046.9746863306186)",0.5380352449146067,250.20815280171308,1,12,0.9119051900843869
11,4493,"(111.42866681504563, 2396.5744491431115)",0.5378475449828273,250.45079348883235,1,14,0.9001221703268455
12,4167,"(111.55723542116631, 297.6709863210943)",0.503061872697243,246.79393923933998,1,2,0.8597345584752044
13,4291,"(110.13819622465626, 1867.2801211838732)",0.5338953852340284,245.37972567696687,1,11,0.8955524479450555
14,4370,"(111.25903890160183, 2917.5636155606408)",0.5406873962399604,247.86500705120545,1,17,0.8938422191247317
15,4175,"(111.64862275449102, 471.4902994011976)",0.5197999295526593,242.55129855222071,1,3,0.8917828902569147
16,4438,"(111.48738170347004, 122.48422712933754)",0.482631285952867,256.1076477383248,1,1,0.8502606242901859
17,4369,"(112.3330281528954, 819.850080109865)",0.5254498045498812,247.37972567696687,1,5,0.8971471907395688
18,4277,"(112.70586859948563, 3094.3413607668926)",0.5417036863845374,246.89444430272832,1,18,0.8817114476373097
19,4344,"(113.68968692449356, 3614.887200736648)",0.5437547394648466,247.27922061357856,1,21,0.8927388488438563
20,4227,"(112.50343032883842, 3965.239649869884)",0.5263687684678793,245.6223663640862,1,23,0.8804532271571763
21,4120,"(112.90412621359224, 3267.023786407767)",0.5400951837045498,239.9655121145938,1,19,0.8991029475395321
22,4232,"(113.25448960302458, 3439.4241493383743)",0.541960413655065,244.20815280171308,1,20,0.8917337537998455
23,4132,"(112.23959341723136, 3784.232575024201)",0.5385503862726116,243.37972567696687,1,22,0.8765998305249614
24,4939,"(117.70702571370722, 4140.816562057096)",0.5057902488794668,267.76450198781714,1,24,0.865651104661641
25,4105,"(288.33544457978076, 2045.873568818514)",0.546820472403334,238.79393923933998,2,12,0.904641330798362
26,4019,"(287.9333167454591, 1348.2376212988306)",0.5433933911957417,235.37972567696687,2,8,0.9115694573777617
